ticker,drug_name,indication,v_actual_date,disease_genetic_basis,feat_genetic_basis_encoded,feat_heritability_proxy_score,feat_heritability_level,feat_disease_molecular_heterogeneity_score,feat_rare_disease_flag,feat_oncology_flag,mesh_level1,issue,root_cause,imputation_in_training,conflict
ARQT,Roflumilast Foam 0.3%,Seborrheic Dermatitis,2020-08-24,,,0.4,1.0,0.5,0,0,Skin Diseases,encoded=NaN_imputed_to_0_in_training; level=1_from_0.40_null_fallback,disease_genetic_basis is NaN (not classified by enrich_disease_biology.py),feat_genetic_basis_encoded NaN -> 0.0 (ORDINAL_INT_FEATURES fillna),encoded=0 normally means none->proxy=0.10->level=0; but these get proxy=0.40->level=1
SLGL,S6G5T-3,Acne Vulgaris,2019-12-30,,,0.4,1.0,0.5,0,0,Skin Diseases,encoded=NaN_imputed_to_0_in_training; level=1_from_0.40_null_fallback,disease_genetic_basis is NaN (not classified by enrich_disease_biology.py),feat_genetic_basis_encoded NaN -> 0.0 (ORDINAL_INT_FEATURES fillna),encoded=0 normally means none->proxy=0.10->level=0; but these get proxy=0.40->level=1
VKTX,VK2809,Hyperlipidemia; NAFLD,2019-03-22,,,0.4,1.0,0.5,0,0,Digestive System Diseases,encoded=NaN_imputed_to_0_in_training; level=1_from_0.40_null_fallback,disease_genetic_basis is NaN (not classified by enrich_disease_biology.py),feat_genetic_basis_encoded NaN -> 0.0 (ORDINAL_INT_FEATURES fillna),encoded=0 normally means none->proxy=0.10->level=0; but these get proxy=0.40->level=1
VKTX,VK2809,Hyperlipidemia; NAFLD,2019-03-29,,,0.4,1.0,0.5,0,0,Digestive System Diseases,encoded=NaN_imputed_to_0_in_training; level=1_from_0.40_null_fallback,disease_genetic_basis is NaN (not classified by enrich_disease_biology.py),feat_genetic_basis_encoded NaN -> 0.0 (ORDINAL_INT_FEATURES fillna),encoded=0 normally means none->proxy=0.10->level=0; but these get proxy=0.40->level=1
SPRB,tralesinidase alfa (TA-ERT),,2025-08-14,,,0.4,1.0,0.5,0,0,,encoded=NaN_imputed_to_0_in_training; level=1_from_0.40_null_fallback,disease_genetic_basis is NaN (not classified by enrich_disease_biology.py),feat_genetic_basis_encoded NaN -> 0.0 (ORDINAL_INT_FEATURES fillna),encoded=0 normally means none->proxy=0.10->level=0; but these get proxy=0.40->level=1
MREO,Placebo Oral Tablet,Alpha 1-Antitrypsin Deficiency; Emphysema; COPD,2022-03-08,,,0.4,1.0,0.5,0,0,Respiratory Tract Diseases,encoded=NaN_imputed_to_0_in_training; level=1_from_0.40_null_fallback,disease_genetic_basis is NaN (not classified by enrich_disease_biology.py),feat_genetic_basis_encoded NaN -> 0.0 (ORDINAL_INT_FEATURES fillna),encoded=0 normally means none->proxy=0.10->level=0; but these get proxy=0.40->level=1
FATE,ProTmune,Hematologic Malignancies; Acute Myeloid Leukemia; Acute Lymphoblastic Leukemia; Myelodysplastic Syndromes; Chronic Myelogenous Leukemia; Acute Graft-versus-host Disease,2020-12-07,,,0.4,1.0,0.6,0,1,Neoplasms,encoded=NaN_imputed_to_0_in_training; level=1_from_0.40_null_fallback,disease_genetic_basis is NaN (not classified by enrich_disease_biology.py),feat_genetic_basis_encoded NaN -> 0.0 (ORDINAL_INT_FEATURES fillna),encoded=0 normally means none->proxy=0.10->level=0; but these get proxy=0.40->level=1
BHC,IDP-124 Lotion,Atopic Dermatitis,2020-05-18,,,0.4,1.0,0.5,0,0,Immune System Diseases,encoded=NaN_imputed_to_0_in_training; level=1_from_0.40_null_fallback,disease_genetic_basis is NaN (not classified by enrich_disease_biology.py),feat_genetic_basis_encoded NaN -> 0.0 (ORDINAL_INT_FEATURES fillna),encoded=0 normally means none->proxy=0.10->level=0; but these get proxy=0.40->level=1
CRDF,Onvansertib,Acute Myeloid Leukemia,2021-11-18,,,0.4,1.0,0.6,0,1,Neoplasms,encoded=NaN_imputed_to_0_in_training; level=1_from_0.40_null_fallback,disease_genetic_basis is NaN (not classified by enrich_disease_biology.py),feat_genetic_basis_encoded NaN -> 0.0 (ORDINAL_INT_FEATURES fillna),encoded=0 normally means none->proxy=0.10->level=0; but these get proxy=0.40->level=1
ORMP,ORMD-0801 (Insulin) capsule 8 mg BD,"Diabetes Mellitus, Type 2; NASH - Nonalcoholic Steatohepatitis",2022-06-23,,,0.4,1.0,0.5,0,0,Digestive System Diseases,encoded=NaN_imputed_to_0_in_training; level=1_from_0.40_null_fallback,disease_genetic_basis is NaN (not classified by enrich_disease_biology.py),feat_genetic_basis_encoded NaN -> 0.0 (ORDINAL_INT_FEATURES fillna),encoded=0 normally means none->proxy=0.10->level=0; but these get proxy=0.40->level=1
AXSM,AXS-07 (MoSEIC meloxicam and rizatriptan),Migraine,2020-03-12,,,0.4,1.0,0.5,0,0,Nervous System Diseases,encoded=NaN_imputed_to_0_in_training; level=1_from_0.40_null_fallback,disease_genetic_basis is NaN (not classified by enrich_disease_biology.py),feat_genetic_basis_encoded NaN -> 0.0 (ORDINAL_INT_FEATURES fillna),encoded=0 normally means none->proxy=0.10->level=0; but these get proxy=0.40->level=1
TGTX,Ublituximab,Relapsing Multiple Sclerosis (RMS),2020-08-10,,,0.4,1.0,0.5,0,0,Nervous System Diseases,encoded=NaN_imputed_to_0_in_training; level=1_from_0.40_null_fallback,disease_genetic_basis is NaN (not classified by enrich_disease_biology.py),feat_genetic_basis_encoded NaN -> 0.0 (ORDINAL_INT_FEATURES fillna),encoded=0 normally means none->proxy=0.10->level=0; but these get proxy=0.40->level=1
SRZN,SZN-043,,2024-04-01,,,0.4,1.0,0.5,0,0,,encoded=NaN_imputed_to_0_in_training; level=1_from_0.40_null_fallback,disease_genetic_basis is NaN (not classified by enrich_disease_biology.py),feat_genetic_basis_encoded NaN -> 0.0 (ORDINAL_INT_FEATURES fillna),encoded=0 normally means none->proxy=0.10->level=0; but these get proxy=0.40->level=1
ARQT,Roflumilast Cream 0.15%,Atopic Dermatitis Eczema,2022-09-06,,,0.4,1.0,0.5,0,0,Immune System Diseases,encoded=NaN_imputed_to_0_in_training; level=1_from_0.40_null_fallback,disease_genetic_basis is NaN (not classified by enrich_disease_biology.py),feat_genetic_basis_encoded NaN -> 0.0 (ORDINAL_INT_FEATURES fillna),encoded=0 normally means none->proxy=0.10->level=0; but these get proxy=0.40->level=1
ALDX,Reproxalap Ophthalmic Solution (0.25%),"Conjunctivitis, Allergic",2019-03-26,,,0.4,1.0,0.5,0,0,Immune System Diseases,encoded=NaN_imputed_to_0_in_training; level=1_from_0.40_null_fallback,disease_genetic_basis is NaN (not classified by enrich_disease_biology.py),feat_genetic_basis_encoded NaN -> 0.0 (ORDINAL_INT_FEATURES fillna),encoded=0 normally means none->proxy=0.10->level=0; but these get proxy=0.40->level=1
ACAD,Placebo,Dementia-related Psychosis,2019-07-23,,,0.4,1.0,0.5,0,0,Nervous System Diseases,encoded=NaN_imputed_to_0_in_training; level=1_from_0.40_null_fallback,disease_genetic_basis is NaN (not classified by enrich_disease_biology.py),feat_genetic_basis_encoded NaN -> 0.0 (ORDINAL_INT_FEATURES fillna),encoded=0 normally means none->proxy=0.10->level=0; but these get proxy=0.40->level=1
NERV,Placebo Oral Tablet,Negative Symptoms of Schizophrenia,2020-06-01,,,0.4,1.0,0.5,0,0,Nervous System Diseases,encoded=NaN_imputed_to_0_in_training; level=1_from_0.40_null_fallback,disease_genetic_basis is NaN (not classified by enrich_disease_biology.py),feat_genetic_basis_encoded NaN -> 0.0 (ORDINAL_INT_FEATURES fillna),encoded=0 normally means none->proxy=0.10->level=0; but these get proxy=0.40->level=1
AXSM,188-0551 Spray,Plaque Psoriasis,2019-12-18,,,0.4,1.0,0.5,0,0,Immune System Diseases,encoded=NaN_imputed_to_0_in_training; level=1_from_0.40_null_fallback,disease_genetic_basis is NaN (not classified by enrich_disease_biology.py),feat_genetic_basis_encoded NaN -> 0.0 (ORDINAL_INT_FEATURES fillna),encoded=0 normally means none->proxy=0.10->level=0; but these get proxy=0.40->level=1
FATE,ProTmune,Hematologic Malignancies; Acute Myeloid Leukemia; Acute Lymphoblastic Leukemia; Myelodysplastic Syndromes; Chronic Myelogenous Leukemia; Acute Graft-versus-host Disease,2020-12-10,,,0.4,1.0,0.6,0,1,Neoplasms,encoded=NaN_imputed_to_0_in_training; level=1_from_0.40_null_fallback,disease_genetic_basis is NaN (not classified by enrich_disease_biology.py),feat_genetic_basis_encoded NaN -> 0.0 (ORDINAL_INT_FEATURES fillna),encoded=0 normally means none->proxy=0.10->level=0; but these get proxy=0.40->level=1
PACB,Meplazumab for Injection,Covid19,2022-09-13,,,0.4,1.0,0.35,0,0,Infectious Diseases,encoded=NaN_imputed_to_0_in_training; level=1_from_0.40_null_fallback,disease_genetic_basis is NaN (not classified by enrich_disease_biology.py),feat_genetic_basis_encoded NaN -> 0.0 (ORDINAL_INT_FEATURES fillna),encoded=0 normally means none->proxy=0.10->level=0; but these get proxy=0.40->level=1
ACAD,Placebo,Dementia-related Psychosis,2019-08-01,,,0.4,1.0,0.5,0,0,Nervous System Diseases,encoded=NaN_imputed_to_0_in_training; level=1_from_0.40_null_fallback,disease_genetic_basis is NaN (not classified by enrich_disease_biology.py),feat_genetic_basis_encoded NaN -> 0.0 (ORDINAL_INT_FEATURES fillna),encoded=0 normally means none->proxy=0.10->level=0; but these get proxy=0.40->level=1
VRCA,VP-102 and applicator,"Condylomata Acuminata; Papillomavirus Infections; Skin Diseases, Viral; Skin Diseases, Infectious; Skin Diseases; Sexually Transmitted Diseases, Viral; Sexually Transmitted Diseases; Warts",2020-05-27,,,0.4,1.0,0.5,0,0,Skin Diseases,encoded=NaN_imputed_to_0_in_training; level=1_from_0.40_null_fallback,disease_genetic_basis is NaN (not classified by enrich_disease_biology.py),feat_genetic_basis_encoded NaN -> 0.0 (ORDINAL_INT_FEATURES fillna),encoded=0 normally means none->proxy=0.10->level=0; but these get proxy=0.40->level=1
LXRX,Sotagliflozin,Type 2 Diabetes Mellitus,2019-09-10,,,0.4,1.0,0.5,0,0,Endocrine System Diseases,encoded=NaN_imputed_to_0_in_training; level=1_from_0.40_null_fallback,disease_genetic_basis is NaN (not classified by enrich_disease_biology.py),feat_genetic_basis_encoded NaN -> 0.0 (ORDINAL_INT_FEATURES fillna),encoded=0 normally means none->proxy=0.10->level=0; but these get proxy=0.40->level=1
AVXL,ANAVEX2-73,Rett Syndrome,2020-11-06,,,0.4,1.0,0.5,0,0,Nervous System Diseases,encoded=NaN_imputed_to_0_in_training; level=1_from_0.40_null_fallback,disease_genetic_basis is NaN (not classified by enrich_disease_biology.py),feat_genetic_basis_encoded NaN -> 0.0 (ORDINAL_INT_FEATURES fillna),encoded=0 normally means none->proxy=0.10->level=0; but these get proxy=0.40->level=1
LXRX,Sotagliflozin,Type 2 Diabetes Mellitus,2019-09-16,,,0.4,1.0,0.5,0,0,Endocrine System Diseases,encoded=NaN_imputed_to_0_in_training; level=1_from_0.40_null_fallback,disease_genetic_basis is NaN (not classified by enrich_disease_biology.py),feat_genetic_basis_encoded NaN -> 0.0 (ORDINAL_INT_FEATURES fillna),encoded=0 normally means none->proxy=0.10->level=0; but these get proxy=0.40->level=1
ZVRA,Arimoclomol,Inclusion Body Myositis,2021-01-07,,,0.4,1.0,0.5,0,0,Immune System Diseases,encoded=NaN_imputed_to_0_in_training; level=1_from_0.40_null_fallback,disease_genetic_basis is NaN (not classified by enrich_disease_biology.py),feat_genetic_basis_encoded NaN -> 0.0 (ORDINAL_INT_FEATURES fillna),encoded=0 normally means none->proxy=0.10->level=0; but these get proxy=0.40->level=1
GERN,Imetelstat,Primary Myelofibrosis; Secondary Myelofibrosis; Myeloid Malignancies,2018-05-22,,,0.4,1.0,0.5,0,0,Respiratory Tract Diseases,encoded=NaN_imputed_to_0_in_training; level=1_from_0.40_null_fallback,disease_genetic_basis is NaN (not classified by enrich_disease_biology.py),feat_genetic_basis_encoded NaN -> 0.0 (ORDINAL_INT_FEATURES fillna),encoded=0 normally means none->proxy=0.10->level=0; but these get proxy=0.40->level=1
ARQT,Roflumilast Cream 0.15%,Atopic Dermatitis Eczema,2022-09-02,,,0.4,1.0,0.5,0,0,Immune System Diseases,encoded=NaN_imputed_to_0_in_training; level=1_from_0.40_null_fallback,disease_genetic_basis is NaN (not classified by enrich_disease_biology.py),feat_genetic_basis_encoded NaN -> 0.0 (ORDINAL_INT_FEATURES fillna),encoded=0 normally means none->proxy=0.10->level=0; but these get proxy=0.40->level=1
ENTX,EB612 (EBP05),Hypoparathyroidism,2018-12-10,,,0.4,1.0,0.5,0,0,Endocrine System Diseases,encoded=NaN_imputed_to_0_in_training; level=1_from_0.40_null_fallback,disease_genetic_basis is NaN (not classified by enrich_disease_biology.py),feat_genetic_basis_encoded NaN -> 0.0 (ORDINAL_INT_FEATURES fillna),encoded=0 normally means none->proxy=0.10->level=0; but these get proxy=0.40->level=1
NVAX,SARS-CoV-2 rS/Matrix M1-Adjuvant,SARS-CoV-2 Infection; COVID-19,2022-04-05,,,0.4,1.0,0.35,0,0,Infectious Diseases,encoded=NaN_imputed_to_0_in_training; level=1_from_0.40_null_fallback,disease_genetic_basis is NaN (not classified by enrich_disease_biology.py),feat_genetic_basis_encoded NaN -> 0.0 (ORDINAL_INT_FEATURES fillna),encoded=0 normally means none->proxy=0.10->level=0; but these get proxy=0.40->level=1
ENTX,EB612 (EBP05),Hypoparathyroidism,2018-12-11,,,0.4,1.0,0.5,0,0,Endocrine System Diseases,encoded=NaN_imputed_to_0_in_training; level=1_from_0.40_null_fallback,disease_genetic_basis is NaN (not classified by enrich_disease_biology.py),feat_genetic_basis_encoded NaN -> 0.0 (ORDINAL_INT_FEATURES fillna),encoded=0 normally means none->proxy=0.10->level=0; but these get proxy=0.40->level=1
MCRB,SER-109,Clostridium Difficile Infection,2020-07-07,,,0.4,1.0,0.35,0,0,Infectious Diseases,encoded=NaN_imputed_to_0_in_training; level=1_from_0.40_null_fallback,disease_genetic_basis is NaN (not classified by enrich_disease_biology.py),feat_genetic_basis_encoded NaN -> 0.0 (ORDINAL_INT_FEATURES fillna),encoded=0 normally means none->proxy=0.10->level=0; but these get proxy=0.40->level=1
NVAX,SARS-CoV-2 rS/Matrix-M1 Adjuvant,SARS-CoV-2 Infection; COVID-19,2021-12-06,,,0.4,1.0,0.35,0,0,Infectious Diseases,encoded=NaN_imputed_to_0_in_training; level=1_from_0.40_null_fallback,disease_genetic_basis is NaN (not classified by enrich_disease_biology.py),feat_genetic_basis_encoded NaN -> 0.0 (ORDINAL_INT_FEATURES fillna),encoded=0 normally means none->proxy=0.10->level=0; but these get proxy=0.40->level=1
LXRX,Sotagliflozin,Type 2 Diabetes Mellitus,2019-09-11,,,0.4,1.0,0.5,0,0,Endocrine System Diseases,encoded=NaN_imputed_to_0_in_training; level=1_from_0.40_null_fallback,disease_genetic_basis is NaN (not classified by enrich_disease_biology.py),feat_genetic_basis_encoded NaN -> 0.0 (ORDINAL_INT_FEATURES fillna),encoded=0 normally means none->proxy=0.10->level=0; but these get proxy=0.40->level=1
IFRX,vilobelimab,Pyoderma Gangrenosum,2022-01-10,,,0.4,1.0,0.5,0,0,Skin Diseases,encoded=NaN_imputed_to_0_in_training; level=1_from_0.40_null_fallback,disease_genetic_basis is NaN (not classified by enrich_disease_biology.py),feat_genetic_basis_encoded NaN -> 0.0 (ORDINAL_INT_FEATURES fillna),encoded=0 normally means none->proxy=0.10->level=0; but these get proxy=0.40->level=1
NRC,68Ga-Dotatate,Hyperparathyroidism; Hypercalcemia; Parathyroid Neoplasm; Multiple Endocrine Neoplasia; MEN1,2020-03-18,,,0.4,1.0,0.6,0,1,Neoplasms,encoded=NaN_imputed_to_0_in_training; level=1_from_0.40_null_fallback,disease_genetic_basis is NaN (not classified by enrich_disease_biology.py),feat_genetic_basis_encoded NaN -> 0.0 (ORDINAL_INT_FEATURES fillna),encoded=0 normally means none->proxy=0.10->level=0; but these get proxy=0.40->level=1
ZVRA,Arimoclomol,Inclusion Body Myositis,2021-01-08,,,0.4,1.0,0.5,0,0,Immune System Diseases,encoded=NaN_imputed_to_0_in_training; level=1_from_0.40_null_fallback,disease_genetic_basis is NaN (not classified by enrich_disease_biology.py),feat_genetic_basis_encoded NaN -> 0.0 (ORDINAL_INT_FEATURES fillna),encoded=0 normally means none->proxy=0.10->level=0; but these get proxy=0.40->level=1
VRCA,VP-102 and applicator,"Condylomata Acuminata; Papillomavirus Infections; Skin Diseases, Viral; Skin Diseases, Infectious; Skin Diseases; Sexually Transmitted Diseases, Viral; Sexually Transmitted Diseases; Warts",2020-05-28,,,0.4,1.0,0.5,0,0,Skin Diseases,encoded=NaN_imputed_to_0_in_training; level=1_from_0.40_null_fallback,disease_genetic_basis is NaN (not classified by enrich_disease_biology.py),feat_genetic_basis_encoded NaN -> 0.0 (ORDINAL_INT_FEATURES fillna),encoded=0 normally means none->proxy=0.10->level=0; but these get proxy=0.40->level=1
TRVI,Haduvio,,2025-03-10,,,0.4,1.0,0.5,0,0,,encoded=NaN_imputed_to_0_in_training; level=1_from_0.40_null_fallback,disease_genetic_basis is NaN (not classified by enrich_disease_biology.py),feat_genetic_basis_encoded NaN -> 0.0 (ORDINAL_INT_FEATURES fillna),encoded=0 normally means none->proxy=0.10->level=0; but these get proxy=0.40->level=1
AVXL,ANAVEX2-73,Rett Syndrome,2020-11-05,,,0.4,1.0,0.5,0,0,Nervous System Diseases,encoded=NaN_imputed_to_0_in_training; level=1_from_0.40_null_fallback,disease_genetic_basis is NaN (not classified by enrich_disease_biology.py),feat_genetic_basis_encoded NaN -> 0.0 (ORDINAL_INT_FEATURES fillna),encoded=0 normally means none->proxy=0.10->level=0; but these get proxy=0.40->level=1
ENTX,EB612 (EBP05),Hypoparathyroidism,2018-12-14,,,0.4,1.0,0.5,0,0,Endocrine System Diseases,encoded=NaN_imputed_to_0_in_training; level=1_from_0.40_null_fallback,disease_genetic_basis is NaN (not classified by enrich_disease_biology.py),feat_genetic_basis_encoded NaN -> 0.0 (ORDINAL_INT_FEATURES fillna),encoded=0 normally means none->proxy=0.10->level=0; but these get proxy=0.40->level=1
PYPD,D-PLEX,Surgical Site Infection; Colon Surgery; Abdominal Surgery; Post-Op Infection,2022-09-12,,,0.4,1.0,0.5,0,0,Digestive System Diseases,encoded=NaN_imputed_to_0_in_training; level=1_from_0.40_null_fallback,disease_genetic_basis is NaN (not classified by enrich_disease_biology.py),feat_genetic_basis_encoded NaN -> 0.0 (ORDINAL_INT_FEATURES fillna),encoded=0 normally means none->proxy=0.10->level=0; but these get proxy=0.40->level=1
FBRX,FB-401,Atopic Dermatitis,2021-07-21,,,0.4,1.0,0.5,0,0,Immune System Diseases,encoded=NaN_imputed_to_0_in_training; level=1_from_0.40_null_fallback,disease_genetic_basis is NaN (not classified by enrich_disease_biology.py),feat_genetic_basis_encoded NaN -> 0.0 (ORDINAL_INT_FEATURES fillna),encoded=0 normally means none->proxy=0.10->level=0; but these get proxy=0.40->level=1
SLGL,S6G5T-3,Acne Vulgaris,2019-12-31,,,0.4,1.0,0.5,0,0,Skin Diseases,encoded=NaN_imputed_to_0_in_training; level=1_from_0.40_null_fallback,disease_genetic_basis is NaN (not classified by enrich_disease_biology.py),feat_genetic_basis_encoded NaN -> 0.0 (ORDINAL_INT_FEATURES fillna),encoded=0 normally means none->proxy=0.10->level=0; but these get proxy=0.40->level=1
ARMP,AP-PA02,Cystic Fibrosis; Pseudomonas Aeruginosa; Pseudomonas; Lung Infection; Lung Infection Pseudomonal,2022-12-15,,,0.4,1.0,0.5,0,0,Respiratory Tract Diseases,encoded=NaN_imputed_to_0_in_training; level=1_from_0.40_null_fallback,disease_genetic_basis is NaN (not classified by enrich_disease_biology.py),feat_genetic_basis_encoded NaN -> 0.0 (ORDINAL_INT_FEATURES fillna),encoded=0 normally means none->proxy=0.10->level=0; but these get proxy=0.40->level=1
TKNO,KN046,Triple-negative Breast Cancer,2022-08-11,,,0.4,1.0,0.6,0,1,Neoplasms,encoded=NaN_imputed_to_0_in_training; level=1_from_0.40_null_fallback,disease_genetic_basis is NaN (not classified by enrich_disease_biology.py),feat_genetic_basis_encoded NaN -> 0.0 (ORDINAL_INT_FEATURES fillna),encoded=0 normally means none->proxy=0.10->level=0; but these get proxy=0.40->level=1
OCUL,"Dexamethasone, 0.4mg",Allergic Conjunctivitis,2020-03-09,,,0.4,1.0,0.5,0,0,Immune System Diseases,encoded=NaN_imputed_to_0_in_training; level=1_from_0.40_null_fallback,disease_genetic_basis is NaN (not classified by enrich_disease_biology.py),feat_genetic_basis_encoded NaN -> 0.0 (ORDINAL_INT_FEATURES fillna),encoded=0 normally means none->proxy=0.10->level=0; but these get proxy=0.40->level=1
TKNO,KN026 10 mg/kg QW,Gastric/Gastroesophageal Junction Cancer,2022-05-25,,,0.4,1.0,0.6,0,1,Neoplasms,encoded=NaN_imputed_to_0_in_training; level=1_from_0.40_null_fallback,disease_genetic_basis is NaN (not classified by enrich_disease_biology.py),feat_genetic_basis_encoded NaN -> 0.0 (ORDINAL_INT_FEATURES fillna),encoded=0 normally means none->proxy=0.10->level=0; but these get proxy=0.40->level=1
