ticker,event_date,event_type,move_pct,price_at_event,catalyst_type,catalyst_summary,drug_name,nct_id,indication,is_pivotal,pivotal_evidence,primary_endpoint_met,primary_endpoint_result,ct_official_title,ct_phase,ct_enrollment,ct_conditions,ct_status,ct_sponsor,ct_allocation,ct_primary_completion,market_cap_m,current_price,cash_position_m,short_percent,institutional_ownership,analyst_target,analyst_rating,atr_pct,stock_movement_atr_normalized,avg_daily_move,move_class_abs,move_class_norm,move_class_combo,event_trading_date,move_2d_pct,price_before,price_after,stock_relative_move,data_complete,v_is_verified,v_actual_date,v_pr_link,v_pr_date,v_pr_title,v_pr_key_info,v_is_material,v_confidence,v_summary,v_error,v_action
JANX,2024-12-03,Gainer,48.98,59.86,Clinical Data,"Janux Therapeutics announced Phase 1b interim results for JANX007 showing all 16 heavily pre-treated metastatic castration-resistant prostate cancer patients achieved at least 50% PSA reduction, with 10 patients achieving 90% reduction and 5 achieving 99% reduction after 12 weeks of treatment.",JANX007,NCT05519449,Metastatic castration-resistant prostate cancer (mCRPC),False,,Yes,100% of patients (16/16) achieved ≥50% PSA reduction; 62.5% (10/16) achieved ≥90% PSA reduction; 31.25% (5/16) achieved ≥99% PSA reduction,"A Phase 1, Open-Label, Multicenter Study of JANX007 in Subjects With Metastatic Castration-Resistant Prostate Cancer",Phase 1,272.0,Prostate Cancer; Metastatic Castration-resistant Prostate Cancer; Castration Resistant Prostatic Cancer,RECRUITING,Janux Therapeutics,NON_RANDOMIZED,2027-07,1425.0,8.45,372.0,12.3,78.5,15.2,Buy,6.31,7.76,2.25,High,High,High,2024-12-03,,,,High,True,,,,,,,,,,,
FGEN,2024-07-31,Loser,-47.56,13.5,Clinical Data,"FibroGen's stock plunged 47.6% on July 31, 2024, after announcing negative topline results from a Phase 2 trial of pamrevlumab in pancreatic cancer, which failed to meet its primary endpoint.",pamrevlumab,NCT04632940,pancreatic cancer,False,,No,,"A Phase 3, Randomized, Double-Blind, Trial of Pamrevlumab (FG-3019) or Placebo in Combination With Systemic Corticosteroids in Ambulatory Subjects With Duchenne Muscular Dystrophy (DMD)",Phase 3,73.0,Duchenne Muscular Dystrophy,TERMINATED,Kyntra Bio,RANDOMIZED,2023-06-12,45.2,1.23,128.5,3.45,72.8,5.5,Buy,13.96,3.41,5.56,High,Medium,Medium,2024-07-31,,,,Medium,True,,,,,,,,,,,
SEPN,2025-02-18,Loser,-46.99,6.87,Clinical Data,"Septerna halted its Phase 1 clinical trial of SEP-786 due to two severe unanticipated instances of elevated unconjugated bilirubin in participants, causing the stock to plummet 47% approximately four months after the company's October 2024 IPO.",SEP-786,,Hypoparathyroidism,False,,No,Two instances of elevated unconjugated bilirubin without accompanying liver enzyme elevations,,,,,,,,,142.5,1.23,28.7,12.4,45.2,4.5,Buy,11.41,4.12,5.43,High,Medium,High,2025-02-18,,,,High,True,,,,,,,,,,,
FULC,2025-12-08,Gainer,45.96,12.99,Clinical Data,"Fulcrum Therapeutics announced positive initial results from the 20 mg dose cohort of the Phase 1b PIONEER trial of pociredir in sickle cell disease at the 67th American Society of Hematology Annual Meeting, showing a clear dose-response with mean absolute fetal hemoglobin (HbF) increase of 9.9% at Week 6 (n=12).[2]",pociredir,NCT05169580,sickle cell disease,False,,,mean absolute HbF increased by 9.9% at Week 6,"A Phase 1 Open-Label, Multiple-Dose Study to Evaluate Safety and Tolerability, Pharmacokinetics and Pharmacodynamics of FTX-6058 in Subjects With Sickle Cell Disease (SCD)",Phase 1,70.0,Sickle Cell Disease; Sickle Cell Anemia,RECRUITING,Fulcrum Therapeutics,,2025-12,701.26,10.63,200.64,0.08,0.88,19.1,buy,11.21,4.1,4.91,High,Medium,High,2025-12-08,,,,High,True,,,,,,,,,,,
PTGX,2025-03-10,Gainer,45.89,55.95,Clinical Data,"Protagonist Therapeutics announced positive topline results from the Phase 2b ANTHEM-UC trial of icotrokinra on March 10, 2025, driving a 45.9% stock gain.",icotrokinra,NCT06807424,Ulcerative Colitis,False,,Yes,,"A Phase 3, Multicenter, Randomized, Double-blind, Placebo-controlled Study Evaluating the Efficacy and Safety of JNJ-77242113 for the Treatment of Biologic-experienced Participants With Active Psoriatic Arthritis",Phase 3,750.0,"Arthritis, Psoriatic",RECRUITING,"Janssen Research & Development, LLC",RANDOMIZED,2027-02-10,5094.4,81.49,576.12,0.16,1.19,101.92,strong_buy,5.34,8.59,1.99,High,Extreme,High,2025-03-10,,,,High,True,,,,,,,,,,,
PCVX,2025-03-31,Loser,-45.64,37.76,Clinical Data,"Vaxcyte's stock dropped 45.6% on 2025-03-31 after announcing mixed topline results from the Phase 2 infant study of VAX-24, where the mid-dose met non-inferiority criteria for seroconversion and GMR on highest circulating serotypes and showed robust OPA responses but failed non-inferiority for four of 24 serotypes versus Prevnar 20.",VAX-24,NCT05844423,Invasive pneumococcal disease (IPD),False,,No,Mid-dose met non-inferiority for seroconversion rates and GMR on highest circulating serotypes but not for 4/24 serotypes vs Prevnar 20,"Randomized, Observer-Blind, Active-Controlled, Dose-Finding Study to Evaluate the Safety, Tolerability, and Immunogenicity of 24-Valent PCV (VAX-24) in Infants Given 4 Doses at 2, 4, 6, and 12-15 Months of Age With Pediatric Vaccines",Phase 2,802.0,Pneumococcal Vaccines,COMPLETED,"Vaxcyte, Inc.",RANDOMIZED,2025-08-25,7766.39,54.1,1711.32,0.1,1.03,102.11,strong_buy,4.51,10.12,2.38,High,Extreme,High,2025-03-31,,,,High,True,,,,,,,,,,,
SNSE,2024-05-24,Loser,-45.52,15.8,Clinical Data,"Sensei Biotherapeutics presented Phase 1/2 clinical trial data for SNS-101 on May 23-24, 2024, showing only a handful of the 34 patients treated exhibited signs of improvement, causing the stock to plunge 45.5%.",SNS-101,NCT05864144,Advanced solid tumors (including microsatellite stable colorectal and endometrial tumors),False,,No,Only a handful of 34 patients showed clinical improvement,"A Phase 1/2, Open-label Study Evaluating the Safety, Tolerability, Pharmacokinetics, Pharmacodynamics, and Efficacy of SNS-101 (Anti VISTA) as Monotherapy and in Combination With Cemiplimab in Patients With Advanced Solid Tumors",Phase 1/2,98.0,"Solid Tumor, Adult; Advanced Solid Tumor; Head and Neck Cancer; Breast Cancer; Colon Cancer; Pancreatic Cancer; Gastric Cancer; Esophageal Cancer; Prostate Cancer; Uterine Cancer; Cervix Cancer; Ovarian Cancer; Kidney Cancer; Bladder Cancer; Thyroid Cancer; Melanoma; Sarcoma; Advanced Cancer; Metastatic Cancer; Refractory Cancer; Non Small Cell Lung Cancer; Merkel Cell Carcinoma",ACTIVE_NOT_RECRUITING,"Sensei Biotherapeutics, Inc.",NON_RANDOMIZED,2027-06,45.2,1.23,28.5,12.4,65.8,5.5,Buy,16.91,2.69,6.07,High,Low,Medium,2024-05-24,,,,Medium,True,,,,,,,,,,,
GLUE,2026-01-07,Gainer,45.41,23.28,Clinical Data,"Monte Rosa Therapeutics announced positive interim Phase 1 data for MRT-8102 showing 85% reduction in CRP levels, 94% of participants achieving CRP below 2 mg/L, and 80-90% NEK7 degradation in subjects with elevated cardiovascular disease risk.",MRT-8102,NCT07119125,Atherosclerotic cardiovascular disease (ASCVD) / elevated CVD risk,False,,Unclear,,"A Phase 1, Randomized, Double-Blind, Placebo-Controlled Single and Multiple Dose Study Evaluating the Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of MRT-8102 in Healthy Participants and in Participants at Cardiovascular Risk With Elevated CRP",Phase 1,100.0,Healthy Volunteers; Elevated CRP,RECRUITING,"Monte Rosa Therapeutics, Inc",RANDOMIZED,2026-01,285.4,1.12,133.5,12.45,68.7,14.5,Buy,9.39,4.84,4.24,High,Medium,High,2026-01-07,,,,High,True,,,,,,,,,,,
IRON,2024-04-01,Loser,-45.05,34.21,Clinical Data,"Disc Medicine (IRON) stock plummeted 45% on April 1, 2024, after announcing mixed results from the phase 2 AURORA study of bitopertin in patients with erythropoietic protoporphyria.",bitopertin,NCT02019290,erythropoietic protoporphyria,False,,Unclear,,"A SINGLE CENTER, OPEN LABEL, FIXED SEQUENCE STUDY TO INVESTIGATE THE EFFECT OF MULTIPLE DOSE BITOPERTIN ON SINGLE DOSE PHARMACOKINETICS OF MIDAZOLAM IN HEALTHY VOLUNTEERS",Phase 1,0.0,Healthy Volunteer,WITHDRAWN,Hoffmann-La Roche,NON_RANDOMIZED,2014-03-31,2112.12,55.95,615.92,0.12,1.04,111.0,strong_buy,6.18,7.29,3.2,High,High,High,2024-04-01,,,,High,True,,,,,,,,,,,
STRO,2025-04-24,Gainer,44.44,13.0,Clinical Data,"Sutro Biopharma announced the first cohort dosed in the Phase 1 trial of STRO-004 in TF-expressing tumors, driving a 44.4% stock gain on 2025-04-24.",STRO-004,NCT07227168,TF-expressing tumors,False,,,,"A Phase 1 Open-Label Study to Evaluate Safety, Pharmacokinetics, and Preliminary Anti-Tumor Activity of STRO-004 in Adults With Refractory/Recurrent Metastatic Solid Tumors",Phase 1,200.0,Head and Neck Squamous Cell Carcinoma HNSCC; Non-Small Cell Lung Cancer NSCLC; Esophageal Cancer; Gastric Cancer; Colorectal Cancer; Pancreatic Ductal Adenocarcinoma (PDAC); Cervical Cancer; Endometrial Cancer; Urothelial Cancer,RECRUITING,"Sutro Biopharma, Inc.",NON_RANDOMIZED,2027-12,264.83,16.16,167.59,0.07,0.34,21.25,none,13.79,3.22,8.3,High,Medium,Medium,2025-04-24,,,,Medium,True,,,,,,,,,,,
VRCA,2024-11-05,Loser,-44.2,7.98,Clinical Data,"Verrica Pharmaceuticals announced Phase II trial results for VP-315 in basal cell carcinoma showing 51% complete histologic clearance, but the stock fell 40.79% on August 14, 2024, suggesting investor disappointment with the efficacy results.",VP-315,NCT05188729,Basal Cell Carcinoma,False,,Unclear,51% complete histologic clearance; 71% reduction in tumor size for residual tumors,"A Phase 2, Multicenter, Open-label, Proof-of-concept Study With Safety Run-in to Evaluate the Safety, Pharmacokinetics, and Efficacy of VP-315 in Adult Subjects With Basal Cell Carcinoma",Phase 2,92.0,"Basal Cell Carcinoma; Skin Cancer; Cancer of the Skin, Basal Cell; Cancer of the Skin; Carcinoma",COMPLETED,Verrica Pharmaceuticals Inc.,NON_RANDOMIZED,2024-04-15,28.5,1.23,42.1,3.2,45.7,5.5,Buy,9.45,4.68,4.52,High,Medium,High,2024-11-05,,,,High,True,,,,,,,,,,,
RAPT,2025-05-23,Gainer,43.36,9.84,Clinical Data,RAPT Therapeutics announced positive Phase 2 trial results for ozureprubart showing comparable efficacy and safety to omalizumab at both Q8W and Q12W dosing in chronic spontaneous urticaria.,ozureprubart,NCT07220811,Chronic spontaneous urticaria,False,,Yes,Comparable efficacy and safety to omalizumab at Q4W dosing,"Phase 2b Randomized, Double-Blind, Placebo-Controlled Study of RPT904 as Monotherapy in Participants With IgE-Mediated Food Allergy",Phase 2,100.0,Ig-E Mediated Food Allergy,RECRUITING,"RAPT Therapeutics, Inc.",RANDOMIZED,2027-04,1671.6,57.72,157.34,0.12,0.77,58.0,hold,10.97,3.95,5.41,High,Medium,High,2025-05-23,,,,High,True,,,,,,,,,,,
IMRX,2026-01-08,Loser,-43.22,4.73,Clinical Data,"Immuneering reported updated Phase 2a data for atebimetinib + mGnP in first-line pancreatic cancer showing 64% 12-month overall survival (vs 35% historical benchmark), 39% confirmed ORR (vs 23%), 8.5 months median PFS (vs 5.5 months), but stock dropped due to lack of randomized control arm and long timeline to Phase 3.",atebimetinib (IMM-1-104),NCT05585320,first-line pancreatic cancer,False,,Unclear,,"A Phase 1/2a, Open-Label, Multicenter, Nonrandomized, Safety and Anti-tumor Activity Study of IMM-1-104, a Novel Oral Dual MEK1/2 Inhibitor in Participants With Advanced or Metastatic Solid Tumors",Phase 1/2,209.0,Advanced Solid Tumor; Pancreatic Adenocarcinoma; Malignant Melanoma (Cutaneous); Non-small Cell Lung Cancer (NSCLC),ACTIVE_NOT_RECRUITING,Immuneering Corporation,NON_RANDOMIZED,2026-06,45.2,1.23,28.5,12.4,23.7,5.5,Buy,6.38,6.77,2.46,High,High,High,2026-01-08,,,,High,True,,,,,,,,,,,
ERAS,2026-01-07,Gainer,42.42,5.17,Clinical Data,"Erasca reported early Phase 1 clinical data for ERAS-0015 showing two confirmed partial responses and one unconfirmed partial response at 8 mg QD dose with favorable safety profile and linear pharmacokinetics (data cutoff January 7, 2026).",ERAS-0015,NCT06983743,RAS-mutant solid tumors,False,,Unclear,Two confirmed partial responses and one unconfirmed partial response at 8 mg QD; no dose-limiting toxicities observed,"A Phase 1 First-in-Human Open-Label Study Evaluating the Safety, Tolerability, Pharmacokinetics, Pharmacodynamics and Preliminary Efficacy of ERAS-0015 Monotherapy and in Combination in Patients Advanced Solid Tumors",Phase 1,200.0,Metastatic Solid Tumors,RECRUITING,"Erasca, Inc.",NON_RANDOMIZED,2028-05-01,512.0,12.45,478.0,7.2,92.5,18.5,Buy,7.27,5.83,3.25,High,High,High,2026-01-07,,,,High,True,,,,,,,,,,,
RARE,2025-12-29,Loser,-42.32,19.72,Clinical Data,"Ultragenyx announced on December 29, 2025, that its Phase 3 ORBIT and COSMIC studies for setrusumab (UX143) in osteogenesis imperfecta failed to meet the primary endpoint of significantly reducing annualized clinical fracture rates compared to placebo (ORBIT) or bisphosphonates (COSMIC), despite improvements in bone mineral density, leading to a 42.3% stock drop.[1][4]",setrusumab (UX143),NCT06636071,Osteogenesis Imperfecta (OI),True,Phase 3 studies for setrusumab (UX143) in Osteogenesis Imperfecta (OI).[1],No,,"An Open-label Phase 3 Study of Setrusumab in Pediatric Japanese Subjects With Osteogenesis Imperfecta Type I, III, or IV",Phase 3,6.0,Osteogenesis Imperfecta,ACTIVE_NOT_RECRUITING,Ultragenyx Pharmaceutical Inc,,2027-01,1285.0,45.72,312.0,12.4,78.5,52.3,Buy,3.98,10.63,1.75,High,Extreme,High,2025-12-29,,,,High,True,,,,,,,,,,,
MLYS,2025-03-10,Gainer,42.21,14.96,Clinical Data,"Mineralys announced topline data from its Launch-HTN and Advance-HTN pivotal trials for lorundrostat on March 10, 2025, demonstrating positive results for resistant hypertension treatment.",lorundrostat,NCT06150924,Resistant hypertension,True,Launch-HTN and Advance-HTN pivotal trials,Unclear,,"A Randomized, Crossover, Double Blind, Placebo Controlled, Phase 2 Study to Evaluate the Efficacy and Safety of Lorundrostat in Addition to Sodium-Glucose Cotransporter-2 Inhibitors, in Adults With Hypertension and Chronic Kidney Disease With Albuminuria",Phase 2,60.0,Chronic Kidney Disease,COMPLETED,Mineralys Therapeutics Inc.,RANDOMIZED,2025-02-27,285.4,5.23,182.5,12.4,68.7,8.5,Buy,7.63,5.53,4.31,High,High,High,2025-03-10,,,,High,True,,,,,,,,,,,
VKTX,2025-08-19,Loser,-42.12,24.36,Clinical Data,"Viking Therapeutics announced mid-stage trial results for oral VK2735 showing statistically significant 12.2% mean body weight reduction versus placebo, but the stock fell 37.82% due to a 28% discontinuation rate (versus 18% placebo) driven primarily by gastrointestinal adverse events.",VK2735,NCT06068946,Obesity and metabolic disorders,False,,Yes,12.2% mean body weight reduction from baseline after 13 weeks (oral formulation),"A Phase 2 Randomized, Double-Blind, Placebo-Controlled, 13-week Study of VK2735 for Weight Management in Subjects Who Are Obese, or Overweight With at Least One Weight-related Comorbid Condition",Phase 2,176.0,Weight Loss,COMPLETED,"Viking Therapeutics, Inc.",RANDOMIZED,2024-02-27,2850.0,78.25,762.0,12.4,78.2,92.5,Buy,5.38,7.83,3.07,High,High,High,2025-08-19,,,,High,True,,,,,,,,,,,
SRPT,2025-06-16,Loser,-42.12,20.94,Clinical Data,"Sarepta Therapeutics shares plunged 42% on June 16, 2025, following reports of a second patient death associated with Elevidys, its Duchenne muscular dystrophy gene therapy, prompting immediate suspension of commercial and clinical use in non-ambulatory patients pending safety review.",Elevidys,NCT05881408,Duchenne Muscular Dystrophy (DMD),False,,,,"A Phase 3, Multinational, Randomized, Double-Blind, Placebo-Controlled Systemic Gene Transfer Therapy Study to Evaluate the Safety and Efficacy of SRP- 9001 in Non-Ambulatory and Ambulatory Subjects With Duchenne Muscular Dystrophy (ENVISION)",Phase 3,148.0,Duchenne Muscular Dystrophy,ACTIVE_NOT_RECRUITING,"Sarepta Therapeutics, Inc.",RANDOMIZED,2027-05-31,2200.0,21.02,850.99,0.25,0.88,33.68,Hold,6.27,6.72,2.99,High,High,High,2025-06-16,,,,High,True,,,,,,,,,,,
IMRX,2024-09-16,Gainer,42.08,2.87,Clinical Data,"Immuneering reported promising early response data from the first five patients in a phase IIa study of IMM-1-104 combined with modified gemcitabine/nab-paclitaxel for first-line pancreatic cancer, showing superior efficacy compared to chemotherapy alone benchmarks.",IMM-1-104,NCT05585320,Pancreatic cancer (first-line),False,,Yes,ORR superior to 23% benchmark; 48% disease control rate benchmark for gemcitabine/nab-paclitaxel alone,"A Phase 1/2a, Open-Label, Multicenter, Nonrandomized, Safety and Anti-tumor Activity Study of IMM-1-104, a Novel Oral Dual MEK1/2 Inhibitor in Participants With Advanced or Metastatic Solid Tumors",Phase 1/2,209.0,Advanced Solid Tumor; Pancreatic Adenocarcinoma; Malignant Melanoma (Cutaneous); Non-small Cell Lung Cancer (NSCLC),ACTIVE_NOT_RECRUITING,Immuneering Corporation,NON_RANDOMIZED,2026-06,45.2,1.23,28.5,12.4,15.7,5.5,Buy,8.85,4.75,6.46,High,Medium,High,2024-09-16,,,,High,True,,,,,,,,,,,
APGE,2024-03-05,Gainer,42.07,59.3,Clinical Data,"Apogee Therapeutics announced positive interim Phase 1 results from its first-in-human trial of APG777, demonstrating a half-life of approximately 55 days and suppression of key biomarkers for 6 months following a single dose.",APG777,NCT06395948,Atopic Dermatitis,False,,Yes,55-day half-life with 6-month biomarker suppression following single dose,"A Two-part, Multicenter, Randomized, Double-blind, Placebo-controlled Study to Evaluate the Safety and Efficacy of APG777 in Patients With Moderate-to-severe Atopic Dermatitis",Phase 2,470.0,Atopic Dermatitis,ACTIVE_NOT_RECRUITING,"Apogee Therapeutics, Inc.",RANDOMIZED,2026-11,4630.75,67.78,527.29,0.24,1.16,104.29,strong_buy,5.21,8.07,1.66,High,Extreme,High,2024-03-05,,,,High,True,,,,,,,,,,,
RAPT,2024-05-09,Loser,-41.6,37.28,Clinical Data,"RAPT Therapeutics announced Q1 2024 financial results and the closure of zelnecirnon (CCR4 antagonist) phase 2b trials in atopic dermatitis and asthma due to an FDA clinical hold following a patient liver failure incident, causing shares to plunge 41.6%.",zelnecirnon,NCT04593251,Atopic dermatitis and asthma,False,,Unclear,,"A Multicentre, SAD, and MAD Clinical Trial to Evaluate the Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of IV Treatment of CALY-002 in Healthy Subjects and Subjects With Celiac Disease and Eosinophilic Esophagitis",Phase 1,73.0,Eosinophilic Esophagitis; Celiac Disease,COMPLETED,Calypso Biotech BV,RANDOMIZED,2024-04-02,1671.6,57.72,157.34,0.12,0.77,58.0,hold,5.09,8.17,2.71,High,Extreme,High,2024-05-09,,,,High,True,,,,,,,,,,,
